Fecha,NO,NO2,SO2,O3,NOX,C6H6,C7H8,XIL,PM10,Ruido
10 jun. 2017 18:06,,,6.0,54.0,,,,,17.0,
10 jun. 2017 19:06,,,6.0,54.0,,,,,20.0,
10 jun. 2017 20:06,,,6.0,53.0,,,,,17.0,
10 jun. 2017 21:06,,,5.0,52.0,,,,,12.0,
10 jun. 2017 22:06,,,6.0,46.0,,,,,23.0,
10 jun. 2017 23:06,,,6.0,38.0,,,,,17.0,
11 jun. 2017 00:06,,,6.0,33.0,,,,,15.0,
11 jun. 2017 01:06,,,6.0,35.0,,,,,13.0,
11 jun. 2017 02:06,,,6.0,32.0,,,,,9.0,
11 jun. 2017 03:06,,,7.0,27.0,,,,,10.0,
11 jun. 2017 04:06,,,7.0,20.0,,,,,9.0,
11 jun. 2017 05:06,,,7.0,23.0,,,,,14.0,
11 jun. 2017 06:06,,,7.0,19.0,,,,,12.0,
11 jun. 2017 07:06,,,7.0,19.0,,,,,17.0,
11 jun. 2017 08:06,,,6.0,29.0,,,,,13.0,
11 jun. 2017 09:06,,,7.0,32.0,,,,,10.0,
11 jun. 2017 10:06,,,7.0,55.0,,,,,4.0,
11 jun. 2017 11:06,,,7.0,68.0,,,,,16.0,
11 jun. 2017 12:06,,,7.0,72.0,,,,,4.0,
11 jun. 2017 13:06,,,7.0,79.0,,,,,24.0,
11 jun. 2017 14:06,,,8.0,80.0,,,,,7.0,
11 jun. 2017 15:06,,,8.0,80.0,,,,,16.0,
11 jun. 2017 16:06,,,7.0,76.0,,,,,33.0,
11 jun. 2017 17:06,,,7.0,76.0,,,,,21.0,
11 jun. 2017 18:06,,,8.0,77.0,,,,,18.0,
11 jun. 2017 19:06,,,8.0,79.0,,,,,12.0,
11 jun. 2017 20:06,,,8.0,73.0,,,,,12.0,
11 jun. 2017 21:06,,,7.0,70.0,,,,,23.0,
11 jun. 2017 22:06,,,7.0,64.0,,,,,30.0,
11 jun. 2017 23:06,,,6.0,57.0,,,,,38.0,
12 jun. 2017 00:06,,,6.0,50.0,,,,,21.0,
12 jun. 2017 01:06,,,7.0,18.0,,,,,17.0,
12 jun. 2017 02:06,,,7.0,26.0,,,,,22.0,
12 jun. 2017 03:06,,,7.0,36.0,,,,,19.0,
12 jun. 2017 04:06,,,8.0,42.0,,,,,10.0,
12 jun. 2017 05:06,,,7.0,40.0,,,,,11.0,
12 jun. 2017 06:06,,,8.0,37.0,,,,,12.0,
12 jun. 2017 07:06,,,7.0,17.0,,,,,13.0,
12 jun. 2017 08:06,,,8.0,12.0,,,,,35.0,
12 jun. 2017 09:06,,,9.0,26.0,,,,,39.0,
12 jun. 2017 10:06,,,7.0,57.0,,,,,34.0,
12 jun. 2017 11:06,,,5.0,82.0,,,,,33.0,
12 jun. 2017 12:06,,,6.0,86.0,,,,,36.0,
12 jun. 2017 13:06,,,7.0,82.0,,,,,27.0,
12 jun. 2017 14:06,,,8.0,77.0,,,,,16.0,
12 jun. 2017 15:06,,,8.0,79.0,,,,,20.0,
12 jun. 2017 16:06,,,7.0,75.0,,,,,21.0,
12 jun. 2017 17:06,,,7.0,73.0,,,,,18.0,
12 jun. 2017 18:06,,,6.0,74.0,,,,,15.0,
12 jun. 2017 19:06,,,7.0,71.0,,,,,17.0,
12 jun. 2017 20:06,,,9.0,70.0,,,,,22.0,
12 jun. 2017 21:06,,,7.0,70.0,,,,,24.0,
12 jun. 2017 22:06,,,7.0,64.0,,,,,19.0,
12 jun. 2017 23:06,,,7.0,60.0,,,,,18.0,
13 jun. 2017 00:06,,,6.0,52.0,,,,,17.0,
13 jun. 2017 01:06,,,7.0,46.0,,,,,24.0,
13 jun. 2017 02:06,,,8.0,46.0,,,,,16.0,
13 jun. 2017 03:06,,,8.0,46.0,,,,,12.0,
13 jun. 2017 04:06,,,7.0,50.0,,,,,7.0,
13 jun. 2017 05:06,,,7.0,53.0,,,,,10.0,
13 jun. 2017 06:06,,,8.0,47.0,,,,,12.0,
13 jun. 2017 07:06,,,8.0,43.0,,,,,8.0,
13 jun. 2017 08:06,,,7.0,37.0,,,,,36.0,
13 jun. 2017 09:06,,,6.0,45.0,,,,,36.0,
13 jun. 2017 10:06,,,,,,,,,34.0,
13 jun. 2017 11:06,,,,,,,,,22.0,
13 jun. 2017 12:06,,,5.0,101.0,,,,,32.0,
13 jun. 2017 13:06,,,6.0,107.0,,,,,38.0,
13 jun. 2017 14:06,,,9.0,101.0,,,,,44.0,
13 jun. 2017 15:06,,,9.0,94.0,,,,,38.0,
13 jun. 2017 16:06,,,9.0,95.0,,,,,28.0,
13 jun. 2017 17:06,,,10.0,83.0,,,,,37.0,
13 jun. 2017 18:06,,,10.0,81.0,,,,,27.0,
13 jun. 2017 19:06,,,9.0,81.0,,,,,26.0,
13 jun. 2017 20:06,,,8.0,77.0,,,,,33.0,
13 jun. 2017 21:06,,,9.0,76.0,,,,,29.0,
13 jun. 2017 22:06,,,8.0,74.0,,,,,24.0,
13 jun. 2017 23:06,,,6.0,69.0,,,,,19.0,
14 jun. 2017 00:06,,,7.0,58.0,,,,,23.0,
14 jun. 2017 01:06,,,8.0,58.0,,,,,23.0,
14 jun. 2017 02:06,,,6.0,57.0,,,,,17.0,
14 jun. 2017 03:06,,,5.0,58.0,,,,,26.0,
14 jun. 2017 04:06,,,6.0,63.0,,,,,9.0,
14 jun. 2017 05:06,,,7.0,63.0,,,,,12.0,
14 jun. 2017 06:06,,,7.0,57.0,,,,,18.0,
14 jun. 2017 07:06,,,8.0,42.0,,,,,24.0,
14 jun. 2017 08:06,,,9.0,13.0,,,,,51.0,
14 jun. 2017 09:06,,,10.0,30.0,,,,,64.0,
14 jun. 2017 10:06,,,8.0,63.0,,,,,35.0,
14 jun. 2017 11:06,,,9.0,78.0,,,,,32.0,
14 jun. 2017 12:06,,,11.0,83.0,,,,,30.0,
14 jun. 2017 13:06,,,9.0,86.0,,,,,33.0,
14 jun. 2017 14:06,,,8.0,81.0,,,,,34.0,
14 jun. 2017 15:06,,,7.0,85.0,,,,,21.0,
14 jun. 2017 16:06,,,6.0,90.0,,,,,18.0,
14 jun. 2017 17:06,,,7.0,92.0,,,,,26.0,
14 jun. 2017 18:06,,,7.0,87.0,,,,,43.0,
14 jun. 2017 19:06,,,7.0,87.0,,,,,30.0,
14 jun. 2017 20:06,,,9.0,85.0,,,,,28.0,
14 jun. 2017 21:06,,,8.0,81.0,,,,,30.0,
14 jun. 2017 22:06,,,8.0,69.0,,,,,37.0,
14 jun. 2017 23:06,,,7.0,62.0,,,,,33.0,
15 jun. 2017 00:06,,,7.0,59.0,,,,,47.0,
15 jun. 2017 01:06,,,9.0,38.0,,,,,37.0,
15 jun. 2017 02:06,,,10.0,49.0,,,,,23.0,
15 jun. 2017 03:06,,,9.0,49.0,,,,,17.0,
15 jun. 2017 04:06,,,8.0,43.0,,,,,19.0,
15 jun. 2017 05:06,,,6.0,44.0,,,,,22.0,
15 jun. 2017 06:06,,,6.0,34.0,,,,,23.0,
15 jun. 2017 07:06,,,8.0,30.0,,,,,36.0,
15 jun. 2017 08:06,,,8.0,10.0,,,,,46.0,
15 jun. 2017 09:06,,,8.0,29.0,,,,,88.0,
15 jun. 2017 10:06,,,8.0,68.0,,,,,62.0,
15 jun. 2017 11:06,,,7.0,75.0,,,,,52.0,
15 jun. 2017 12:06,,,8.0,79.0,,,,,40.0,
15 jun. 2017 13:06,,,7.0,83.0,,,,,43.0,
15 jun. 2017 14:06,,,5.0,83.0,,,,,38.0,
15 jun. 2017 15:06,,,6.0,81.0,,,,,8.0,
15 jun. 2017 16:06,,,7.0,79.0,,,,,35.0,
15 jun. 2017 17:06,,,8.0,82.0,,,,,21.0,
15 jun. 2017 18:06,,,8.0,91.0,,,,,29.0,
15 jun. 2017 19:06,,,7.0,87.0,,,,,42.0,
15 jun. 2017 20:06,,,6.0,83.0,,,,,34.0,
15 jun. 2017 21:06,,,6.0,70.0,,,,,119.0,
15 jun. 2017 22:06,,,8.0,58.0,,,,,48.0,
15 jun. 2017 23:06,,,10.0,49.0,,,,,36.0,
16 jun. 2017 00:06,,,10.0,48.0,,,,,50.0,
16 jun. 2017 01:06,2.0,3.0,8.0,50.0,6.0,,,,45.0,
16 jun. 2017 02:06,2.0,3.0,6.0,61.0,6.0,,,,8.0,
16 jun. 2017 03:06,2.0,11.0,6.0,53.0,15.0,,,,19.0,
16 jun. 2017 04:06,2.0,9.0,7.0,57.0,12.0,,,,15.0,
16 jun. 2017 05:06,3.0,13.0,8.0,37.0,17.0,,,,25.0,
16 jun. 2017 06:06,3.0,17.0,8.0,28.0,22.0,,,,28.0,
16 jun. 2017 07:06,3.0,19.0,8.0,48.0,23.0,,,,36.0,
16 jun. 2017 08:06,4.0,27.0,7.0,47.0,33.0,,,,42.0,
16 jun. 2017 09:06,11.0,42.0,9.0,22.0,58.0,,,,90.0,
16 jun. 2017 10:06,6.0,23.0,8.0,63.0,32.0,,,,47.0,
16 jun. 2017 11:06,3.0,12.0,9.0,81.0,17.0,,,,37.0,
16 jun. 2017 12:06,3.0,10.0,10.0,91.0,14.0,,,,21.0,
16 jun. 2017 13:06,2.0,8.0,9.0,110.0,11.0,,,,33.0,
16 jun. 2017 14:06,3.0,7.0,8.0,113.0,11.0,,,,17.0,
16 jun. 2017 15:06,2.0,5.0,7.0,116.0,8.0,,,,13.0,
16 jun. 2017 16:06,2.0,6.0,8.0,107.0,9.0,,,,55.0,
16 jun. 2017 17:06,2.0,7.0,11.0,97.0,10.0,,,,53.0,
16 jun. 2017 18:06,2.0,6.0,12.0,103.0,9.0,,,,20.0,
16 jun. 2017 19:06,2.0,7.0,12.0,106.0,11.0,,,,31.0,
16 jun. 2017 20:06,3.0,8.0,10.0,103.0,12.0,,,,40.0,
16 jun. 2017 21:06,2.0,8.0,10.0,90.0,11.0,,,,41.0,
16 jun. 2017 22:06,2.0,11.0,10.0,79.0,14.0,,,,43.0,
16 jun. 2017 23:06,2.0,13.0,11.0,66.0,16.0,,,,29.0,
17 jun. 2017 00:06,2.0,19.0,12.0,60.0,23.0,,,,43.0,
17 jun. 2017 01:06,3.0,13.0,11.0,71.0,17.0,,,,24.0,
17 jun. 2017 02:06,2.0,15.0,10.0,55.0,19.0,,,,26.0,
17 jun. 2017 03:06,2.0,18.0,9.0,31.0,21.0,,,,36.0,
17 jun. 2017 04:06,2.0,15.0,9.0,39.0,18.0,,,,23.0,
17 jun. 2017 05:06,4.0,15.0,9.0,42.0,21.0,,,,31.0,
17 jun. 2017 06:06,3.0,18.0,9.0,40.0,23.0,,,,42.0,
17 jun. 2017 07:06,2.0,18.0,10.0,41.0,22.0,,,,28.0,
17 jun. 2017 08:06,4.0,29.0,10.0,31.0,35.0,,,,46.0,
17 jun. 2017 09:06,4.0,19.0,11.0,56.0,25.0,,,,41.0,
17 jun. 2017 10:06,3.0,12.0,10.0,82.0,17.0,,,,57.0,
17 jun. 2017 11:06,3.0,10.0,11.0,80.0,15.0,,,,69.0,
17 jun. 2017 12:06,2.0,7.0,12.0,84.0,11.0,,,,33.0,
17 jun. 2017 13:06,2.0,8.0,11.0,100.0,11.0,,,,35.0,
17 jun. 2017 14:06,2.0,6.0,10.0,101.0,9.0,,,,23.0,
17 jun. 2017 15:06,2.0,6.0,10.0,97.0,8.0,,,,33.0,
17 jun. 2017 16:06,2.0,5.0,11.0,88.0,8.0,,,,30.0,
17 jun. 2017 17:06,2.0,5.0,10.0,83.0,8.0,,,,32.0,
17 jun. 2017 18:06,2.0,5.0,10.0,83.0,9.0,,,,26.0,
17 jun. 2017 19:06,2.0,6.0,9.0,83.0,9.0,,,,27.0,
17 jun. 2017 20:06,2.0,6.0,7.0,87.0,9.0,,,,20.0,
17 jun. 2017 21:06,3.0,16.0,10.0,86.0,21.0,,,,16.0,
17 jun. 2017 22:06,3.0,12.0,11.0,79.0,18.0,,,,30.0,
17 jun. 2017 23:06,2.0,10.0,13.0,64.0,13.0,,,,46.0,
18 jun. 2017 00:06,2.0,14.0,13.0,50.0,18.0,,,,27.0,
18 jun. 2017 01:06,2.0,16.0,11.0,51.0,20.0,,,,74.0,
18 jun. 2017 02:06,2.0,15.0,10.0,35.0,19.0,,,,26.0,
18 jun. 2017 03:06,2.0,19.0,10.0,36.0,22.0,,,,30.0,
18 jun. 2017 04:06,2.0,17.0,10.0,39.0,21.0,,,,25.0,
18 jun. 2017 05:06,3.0,13.0,10.0,43.0,16.0,,,,28.0,
18 jun. 2017 06:06,2.0,10.0,10.0,54.0,13.0,,,,28.0,
18 jun. 2017 07:06,2.0,10.0,10.0,52.0,13.0,,,,19.0,
18 jun. 2017 08:06,3.0,14.0,10.0,38.0,17.0,,,,25.0,
18 jun. 2017 09:06,3.0,12.0,10.0,56.0,16.0,,,,42.0,
18 jun. 2017 10:06,3.0,9.0,10.0,74.0,12.0,,,,30.0,
18 jun. 2017 11:06,3.0,7.0,11.0,81.0,12.0,,,,16.0,
18 jun. 2017 12:06,3.0,7.0,13.0,84.0,11.0,,,,12.0,
18 jun. 2017 13:06,2.0,7.0,10.0,99.0,11.0,,,,12.0,
18 jun. 2017 14:06,3.0,7.0,8.0,98.0,11.0,,,,36.0,
18 jun. 2017 15:06,2.0,6.0,8.0,98.0,9.0,,,,26.0,
18 jun. 2017 16:06,2.0,5.0,10.0,96.0,8.0,,,,22.0,
18 jun. 2017 17:06,2.0,5.0,11.0,98.0,8.0,,,,23.0,
18 jun. 2017 18:06,2.0,4.0,11.0,96.0,8.0,,,,22.0,
18 jun. 2017 19:06,2.0,5.0,9.0,103.0,7.0,,,,24.0,
18 jun. 2017 20:06,2.0,4.0,9.0,106.0,7.0,,,,22.0,
18 jun. 2017 21:06,2.0,5.0,9.0,98.0,8.0,,,,32.0,
18 jun. 2017 22:06,3.0,7.0,11.0,83.0,11.0,,,,24.0,
18 jun. 2017 23:06,3.0,14.0,13.0,70.0,18.0,,,,23.0,
19 jun. 2017 00:06,2.0,17.0,14.0,57.0,21.0,,,,40.0,
19 jun. 2017 01:06,3.0,19.0,11.0,50.0,24.0,,,,25.0,
19 jun. 2017 02:06,2.0,14.0,10.0,58.0,17.0,,,,22.0,
19 jun. 2017 03:06,3.0,10.0,9.0,62.0,15.0,,,,21.0,
19 jun. 2017 04:06,3.0,9.0,9.0,69.0,13.0,,,,14.0,
19 jun. 2017 05:06,2.0,8.0,9.0,72.0,11.0,,,,21.0,
19 jun. 2017 06:06,2.0,12.0,9.0,60.0,16.0,,,,19.0,
19 jun. 2017 07:06,3.0,19.0,10.0,54.0,24.0,,,,37.0,
19 jun. 2017 08:06,3.0,27.0,10.0,48.0,32.0,,,,42.0,
19 jun. 2017 09:06,3.0,23.0,11.0,52.0,28.0,,,,89.0,
19 jun. 2017 10:06,2.0,9.0,10.0,74.0,13.0,,,,38.0,
19 jun. 2017 11:06,2.0,7.0,9.0,76.0,10.0,,,,25.0,
19 jun. 2017 12:06,3.0,5.0,10.0,88.0,9.0,,,,31.0,
19 jun. 2017 13:06,3.0,6.0,10.0,82.0,11.0,,,,35.0,
19 jun. 2017 14:06,2.0,6.0,9.0,78.0,10.0,,,,31.0,
19 jun. 2017 15:06,2.0,6.0,8.0,84.0,10.0,,,,27.0,
19 jun. 2017 16:06,2.0,5.0,9.0,73.0,8.0,,,,36.0,
19 jun. 2017 17:06,2.0,5.0,10.0,68.0,8.0,,,,34.0,
19 jun. 2017 18:06,2.0,5.0,12.0,67.0,9.0,,,,30.0,
19 jun. 2017 19:06,2.0,5.0,10.0,75.0,8.0,,,,43.0,
19 jun. 2017 20:06,2.0,4.0,8.0,70.0,7.0,,,,27.0,
19 jun. 2017 21:06,2.0,6.0,10.0,66.0,9.0,,,,22.0,
19 jun. 2017 22:06,2.0,6.0,10.0,49.0,10.0,,,,37.0,
19 jun. 2017 23:06,3.0,6.0,8.0,41.0,10.0,,,,23.0,
20 jun. 2017 00:06,2.0,6.0,7.0,40.0,10.0,,,,33.0,
20 jun. 2017 01:06,2.0,6.0,8.0,39.0,9.0,,,,23.0,
20 jun. 2017 02:06,3.0,6.0,8.0,36.0,10.0,,,,20.0,
20 jun. 2017 03:06,2.0,5.0,8.0,40.0,9.0,,,,15.0,
20 jun. 2017 04:06,3.0,5.0,9.0,48.0,9.0,,,,21.0,
20 jun. 2017 05:06,3.0,6.0,9.0,46.0,10.0,,,,19.0,
20 jun. 2017 06:06,3.0,7.0,9.0,50.0,11.0,,,,16.0,
20 jun. 2017 07:06,5.0,17.0,9.0,35.0,25.0,,,,21.0,
20 jun. 2017 08:06,14.0,39.0,10.0,4.0,60.0,,,,35.0,
20 jun. 2017 09:06,5.0,20.0,10.0,32.0,27.0,,,,35.0,
20 jun. 2017 10:06,4.0,12.0,9.0,64.0,17.0,,,,17.0,
20 jun. 2017 11:06,3.0,8.0,9.0,78.0,12.0,,,,25.0,
20 jun. 2017 12:06,3.0,8.0,10.0,81.0,12.0,,,,46.0,
20 jun. 2017 13:06,3.0,7.0,10.0,91.0,11.0,,,,24.0,
20 jun. 2017 14:06,2.0,6.0,8.0,93.0,9.0,,,,32.0,
20 jun. 2017 15:06,3.0,5.0,8.0,96.0,9.0,,,,22.0,
20 jun. 2017 16:06,2.0,5.0,9.0,99.0,9.0,,,,22.0,
20 jun. 2017 17:06,2.0,5.0,10.0,96.0,8.0,,,,37.0,
20 jun. 2017 18:06,3.0,5.0,11.0,100.0,9.0,,,,15.0,
20 jun. 2017 19:06,2.0,5.0,10.0,106.0,8.0,,,,31.0,
20 jun. 2017 20:06,2.0,6.0,8.0,113.0,10.0,,,,21.0,
20 jun. 2017 21:06,2.0,6.0,7.0,103.0,9.0,,,,35.0,
20 jun. 2017 22:06,3.0,11.0,9.0,74.0,15.0,,,,88.0,
20 jun. 2017 23:06,2.0,8.0,11.0,61.0,11.0,,,,53.0,
21 jun. 2017 00:06,3.0,8.0,11.0,50.0,12.0,,,,23.0,
21 jun. 2017 01:06,2.0,10.0,10.0,45.0,13.0,,,,22.0,
21 jun. 2017 02:06,3.0,8.0,10.0,53.0,12.0,,,,33.0,
21 jun. 2017 03:06,2.0,7.0,9.0,53.0,11.0,,,,5.0,
21 jun. 2017 04:06,2.0,8.0,10.0,47.0,11.0,,,,13.0,
21 jun. 2017 05:06,2.0,8.0,9.0,52.0,12.0,,,,8.0,
21 jun. 2017 06:06,3.0,11.0,10.0,48.0,15.0,,,,19.0,
21 jun. 2017 07:06,3.0,27.0,10.0,27.0,31.0,,,,25.0,
21 jun. 2017 08:06,17.0,46.0,11.0,8.0,72.0,,,,52.0,
21 jun. 2017 09:06,10.0,30.0,11.0,45.0,45.0,,,,71.0,
21 jun. 2017 10:06,3.0,11.0,10.0,95.0,14.0,,,,31.0,
21 jun. 2017 11:06,3.0,11.0,11.0,98.0,15.0,,,,40.0,
21 jun. 2017 12:06,2.0,8.0,12.0,97.0,12.0,,,,65.0,
21 jun. 2017 13:06,2.0,7.0,10.0,83.0,10.0,,,,70.0,
21 jun. 2017 14:06,3.0,7.0,7.0,85.0,11.0,,,,34.0,
21 jun. 2017 15:06,3.0,6.0,8.0,98.0,10.0,,,,2.0,
21 jun. 2017 16:06,2.0,5.0,9.0,104.0,9.0,,,,23.0,
21 jun. 2017 17:06,2.0,5.0,11.0,106.0,8.0,,,,23.0,
21 jun. 2017 18:06,2.0,8.0,11.0,96.0,12.0,,,,55.0,
21 jun. 2017 19:06,2.0,8.0,10.0,95.0,12.0,,,,19.0,
21 jun. 2017 20:06,3.0,6.0,9.0,92.0,9.0,,,,56.0,
21 jun. 2017 21:06,2.0,6.0,8.0,71.0,9.0,,,,62.0,
21 jun. 2017 22:06,3.0,7.0,9.0,60.0,12.0,,,,51.0,
21 jun. 2017 23:06,2.0,9.0,11.0,48.0,13.0,,,,34.0,
22 jun. 2017 00:06,3.0,11.0,12.0,43.0,15.0,,,,36.0,
22 jun. 2017 01:06,2.0,9.0,11.0,42.0,13.0,,,,26.0,
22 jun. 2017 02:06,2.0,11.0,10.0,32.0,14.0,,,,19.0,
22 jun. 2017 03:06,2.0,13.0,9.0,25.0,17.0,,,,12.0,
22 jun. 2017 04:06,3.0,12.0,9.0,22.0,16.0,,,,22.0,
22 jun. 2017 05:06,3.0,14.0,9.0,23.0,17.0,,,,31.0,
22 jun. 2017 06:06,3.0,15.0,9.0,23.0,19.0,,,,20.0,
22 jun. 2017 07:06,8.0,27.0,10.0,9.0,39.0,,,,29.0,
22 jun. 2017 08:06,20.0,34.0,11.0,4.0,63.0,,,,55.0,
22 jun. 2017 09:06,8.0,21.0,12.0,31.0,34.0,,,,78.0,
22 jun. 2017 10:06,4.0,12.0,11.0,53.0,17.0,,,,31.0,
22 jun. 2017 11:06,4.0,13.0,12.0,62.0,20.0,,,,25.0,
22 jun. 2017 12:06,4.0,15.0,13.0,75.0,20.0,,,,10.0,
22 jun. 2017 13:06,4.0,18.0,12.0,95.0,23.0,,,,71.0,
22 jun. 2017 14:06,5.0,15.0,10.0,97.0,21.0,,,,52.0,
22 jun. 2017 15:06,5.0,10.0,12.0,91.0,18.0,,,,14.0,
22 jun. 2017 16:06,3.0,7.0,12.0,85.0,11.0,,,,52.0,
22 jun. 2017 17:06,3.0,7.0,12.0,89.0,11.0,,,,25.0,
22 jun. 2017 18:06,2.0,6.0,11.0,93.0,10.0,,,,9.0,
22 jun. 2017 19:06,4.0,9.0,10.0,100.0,14.0,,,,23.0,
22 jun. 2017 20:06,4.0,10.0,8.0,121.0,16.0,,,,6.0,
22 jun. 2017 21:06,4.0,12.0,8.0,109.0,18.0,,,,51.0,
22 jun. 2017 22:06,4.0,14.0,10.0,97.0,21.0,,,,21.0,
22 jun. 2017 23:06,3.0,11.0,12.0,90.0,15.0,,,,47.0,
23 jun. 2017 00:06,3.0,11.0,14.0,80.0,16.0,,,,40.0,
23 jun. 2017 01:06,3.0,10.0,12.0,80.0,14.0,,,,25.0,
23 jun. 2017 02:06,3.0,11.0,10.0,54.0,15.0,,,,53.0,
23 jun. 2017 03:06,2.0,15.0,11.0,31.0,19.0,,,,39.0,
23 jun. 2017 04:06,2.0,16.0,10.0,33.0,19.0,,,,28.0,
23 jun. 2017 05:06,3.0,14.0,9.0,30.0,19.0,,,,28.0,
23 jun. 2017 06:06,3.0,15.0,10.0,37.0,20.0,,,,17.0,
23 jun. 2017 07:06,3.0,21.0,10.0,31.0,26.0,,,,26.0,
23 jun. 2017 08:06,5.0,27.0,10.0,32.0,34.0,,,,49.0,
23 jun. 2017 09:06,9.0,33.0,10.0,27.0,48.0,,,,82.0,
23 jun. 2017 10:06,4.0,17.0,9.0,58.0,22.0,,,,90.0,
23 jun. 2017 11:06,4.0,11.0,12.0,72.0,17.0,,,,79.0,
23 jun. 2017 12:06,3.0,9.0,13.0,86.0,13.0,,,,49.0,
23 jun. 2017 13:06,3.0,8.0,10.0,100.0,12.0,,,,6.0,
23 jun. 2017 14:06,4.0,11.0,10.0,101.0,18.0,,,,60.0,
23 jun. 2017 15:06,5.0,11.0,11.0,91.0,17.0,,,,92.0,
23 jun. 2017 16:06,3.0,9.0,10.0,87.0,14.0,,,,122.0,
23 jun. 2017 17:06,3.0,7.0,10.0,86.0,11.0,,,,46.0,
23 jun. 2017 18:06,3.0,7.0,9.0,79.0,12.0,,,,66.0,
23 jun. 2017 19:06,4.0,8.0,8.0,73.0,13.0,,,,90.0,
23 jun. 2017 20:06,4.0,12.0,6.0,80.0,18.0,,,,22.0,
23 jun. 2017 21:06,3.0,10.0,5.0,96.0,16.0,,,,46.0,
23 jun. 2017 22:06,4.0,14.0,8.0,91.0,20.0,,,,66.0,
23 jun. 2017 23:06,3.0,17.0,14.0,71.0,22.0,,,,108.0,
24 jun. 2017 00:06,3.0,18.0,15.0,61.0,23.0,,,,106.0,
24 jun. 2017 01:06,3.0,16.0,12.0,51.0,21.0,,,,125.0,
24 jun. 2017 02:06,3.0,11.0,8.0,53.0,15.0,,,,59.0,
24 jun. 2017 03:06,2.0,12.0,6.0,45.0,16.0,,,,40.0,
24 jun. 2017 04:06,3.0,18.0,8.0,29.0,21.0,,,,71.0,
24 jun. 2017 05:06,2.0,18.0,9.0,26.0,22.0,,,,94.0,
24 jun. 2017 06:06,3.0,17.0,9.0,27.0,21.0,,,,78.0,
24 jun. 2017 07:06,3.0,20.0,9.0,21.0,25.0,,,,79.0,
24 jun. 2017 08:06,5.0,28.0,9.0,15.0,36.0,,,,80.0,
24 jun. 2017 09:06,4.0,16.0,10.0,43.0,22.0,,,,81.0,
24 jun. 2017 10:06,3.0,12.0,10.0,59.0,16.0,,,,45.0,
24 jun. 2017 11:06,3.0,11.0,10.0,75.0,17.0,,,,22.0,
24 jun. 2017 12:06,3.0,11.0,11.0,93.0,15.0,,,,22.0,
24 jun. 2017 13:06,3.0,12.0,10.0,109.0,17.0,,,,47.0,
24 jun. 2017 14:06,3.0,14.0,11.0,104.0,19.0,,,,63.0,
24 jun. 2017 15:06,4.0,13.0,12.0,86.0,18.0,,,,75.0,
24 jun. 2017 16:06,3.0,11.0,10.0,96.0,15.0,,,,24.0,
24 jun. 2017 17:06,3.0,8.0,9.0,106.0,13.0,,,,28.0,
24 jun. 2017 18:06,3.0,8.0,8.0,114.0,12.0,,,,34.0,
24 jun. 2017 19:06,3.0,9.0,9.0,106.0,13.0,,,,33.0,
24 jun. 2017 20:06,3.0,10.0,9.0,92.0,15.0,,,,96.0,
24 jun. 2017 21:06,3.0,10.0,6.0,63.0,15.0,,,,78.0,
24 jun. 2017 22:06,2.0,11.0,8.0,72.0,15.0,,,,86.0,
24 jun. 2017 23:06,2.0,9.0,11.0,64.0,12.0,,,,24.0,
25 jun. 2017 00:06,3.0,10.0,13.0,50.0,14.0,,,,24.0,
25 jun. 2017 01:06,2.0,11.0,11.0,54.0,15.0,,,,27.0,
25 jun. 2017 02:06,3.0,13.0,7.0,43.0,17.0,,,,33.0,
25 jun. 2017 03:06,2.0,12.0,7.0,47.0,15.0,,,,27.0,
25 jun. 2017 04:06,2.0,11.0,8.0,48.0,15.0,,,,33.0,
25 jun. 2017 05:06,2.0,11.0,9.0,45.0,15.0,,,,32.0,
25 jun. 2017 06:06,2.0,11.0,9.0,40.0,14.0,,,,27.0,
25 jun. 2017 07:06,2.0,10.0,10.0,38.0,13.0,,,,44.0,
25 jun. 2017 08:06,3.0,15.0,11.0,31.0,19.0,,,,42.0,
25 jun. 2017 09:06,4.0,13.0,11.0,39.0,18.0,,,,33.0,
25 jun. 2017 10:06,3.0,11.0,10.0,65.0,16.0,,,,43.0,
25 jun. 2017 11:06,3.0,8.0,10.0,76.0,12.0,,,,29.0,
25 jun. 2017 12:06,3.0,8.0,11.0,76.0,12.0,,,,45.0,
25 jun. 2017 13:06,2.0,9.0,9.0,83.0,13.0,,,,8.0,
25 jun. 2017 14:06,3.0,9.0,7.0,91.0,13.0,,,,61.0,
25 jun. 2017 15:06,2.0,6.0,8.0,77.0,9.0,,,,107.0,
25 jun. 2017 16:06,2.0,6.0,9.0,72.0,9.0,,,,72.0,
25 jun. 2017 17:06,2.0,5.0,10.0,70.0,9.0,,,,47.0,
25 jun. 2017 18:06,2.0,6.0,8.0,75.0,10.0,,,,32.0,
25 jun. 2017 19:06,2.0,6.0,9.0,74.0,9.0,,,,38.0,
25 jun. 2017 20:06,3.0,6.0,10.0,70.0,10.0,,,,52.0,
25 jun. 2017 21:06,3.0,7.0,11.0,63.0,11.0,,,,20.0,
25 jun. 2017 22:06,3.0,7.0,10.0,59.0,11.0,,,,35.0,
25 jun. 2017 23:06,2.0,8.0,10.0,55.0,11.0,,,,25.0,
26 jun. 2017 00:06,3.0,8.0,10.0,46.0,12.0,,,,32.0,
26 jun. 2017 01:06,2.0,7.0,10.0,46.0,10.0,,,,28.0,
